squad_id,line,name,m,ws,bs,s,t,w,a,ld,sv,cost,cost_description,models_per_unit,cost_including_wargear,base_size,base_size_descr
2337,1,Wolf Guard,"6""",3+,3+,4,4,2,2,8,3+,20,,4-9,FALSE,32mm,
2337,2,Wolf Guard Pack Leader,"6""",3+,3+,4,4,2,3,8,3+,20,,1,FALSE,32mm,
2338,1,Lukas the Trickster,"6""",2+,3+,4,4,4,5,8,3+,70,,1,FALSE,32mm,
2339,1,Wolf Guard Terminator,"5""",3+,3+,4,4,3,2,8,2+,34,,4-9,FALSE,40mm,
2339,2,Wolf Guard Terminator Pack Leader,"5""",3+,3+,4,4,3,3,8,2+,34,,1,FALSE,40mm,
2340,1,Wulfen,"8""",3+,5+,5,5,2,3,7,4+,20,,4-9,FALSE,40mm,
2340,2,Wulfen Pack Leader,"8""",3+,5+,5,5,2,4,7,4+,20,,1,FALSE,40mm,
2341,1,Wulfen Dreadnought,"8""",3+,5+,6,7,8,4,7,3+,120,,1,FALSE,60mm,
2342,1,Murderfang,"8""",2+,5+,6,7,8,5,8,3+,140,,1,FALSE,60mm,
2343,1,Cyberwolf,"10""",3+,-,4,4,2,3,6,4+,15,,1-5,FALSE,40mm,
2344,1,Thunderwolf Cavalry,"10""",3+,3+,4,5,4,2,8,3+,35,,2-5,FALSE,60mm,
2344,2,Thunderwolf Cavalry Pack Leader,"10""",3+,3+,4,5,4,3,8,3+,35,,1,FALSE,60mm,
2345,1,Fenrisian Wolf,"10""",3+,-,4,4,1,2,4,6+,7,,5-15,FALSE,40mm,
2345,2,Cyberwolf,"10""",3+,-,4,4,2,3,6,4+,15,,0-1,FALSE,40mm,
2346,1,Skyclaw,"12""",3+,3+,4,4,2,1,7,3+,18,,4-14,FALSE,32mm,
2346,2,Skyclaw Pack Leader,"12""",3+,3+,4,4,2,2,7,3+,18,,1,FALSE,32mm,
2346,3,Wolf Guard Skyclaw Pack Leader,"12""",3+,3+,4,4,2,2,8,3+,20,,0-1,FALSE,32mm,
2347,1,Long Fang,"6""",3+,3+,4,4,2,1,8,3+,23,,4-5,FALSE,32mm,
2347,2,Long Fang Pack Leader,"6""",3+,3+,4,4,2,2,8,3+,23,,1,FALSE,32mm,
2347,3,Wolf Guard Pack Leader,"6""",3+,3+,4,4,2,2,8,3+,18,,0-1,FALSE,32mm,
2347,4,Wolf Guard Terminator Pack Leader,"5""",3+,3+,4,4,3,2,8,2+,34,,0-1,FALSE,40mm,
2348,1,Stormfang Gunship,"20-50""",6+,3+,8,7,14,6,8,3+,225,,1,FALSE,120 x 92mm flying base,
2349,1,Stormwolf,"20-50""",6+,3+,8,7,14,6,8,3+,225,,1,FALSE,120 x 92mm flying base,
2350,1,Royal Warden,"6""",3+,3+,5,5,4,3,10,3+,70,,1,FALSE,32mm,
2351,1,Lokhust Lord,"8""",3+,3+,5,6,6,4,10,3+,100,,1,FALSE,60mm flying base,
2352,1,Technomancer,"5""",3+,3+,4,4,4,1,10,4+,70,,1,FALSE,50mm,
2353,1,Psychomancer,"5""",3+,3+,4,4,4,1,10,4+,65,,1,FALSE,40mm,
2354,1,Chronomancer,"8""",3+,3+,4,4,4,1,10,4+,75,,1,FALSE,40mm,
2355,1,Hexmark Destroyer,"8""",3+,2+,5,5,5,4,10,3+,65,,1,FALSE,50mm,
2356,1,Canoptek Plasmacyte,"8""",4+,4+,4,5,1,1,10,4+,15,,1,FALSE,28mm,
2357,1,C’tan Shard of the Void Dragon,"8""",2+,2+,6,7,9,5,10,3+,300,,1,FALSE,80mm,
2358,1,Ophydian Destroyer,"10""",3+,3+,4,4,3,3,10,4+,30,,3-6,FALSE,50mm,
2359,1,Lokhust Destroyer,"8""",3+,3+,4,5,3,2,10,3+,40,,1-6,FALSE,60mm flying base,
2359,2,Lokhust Heavy Destroyer,"8""",3+,3+,4,5,4,2,10,3+,40,,0-1,FALSE,60mm,
2360,1,Szarekh,"8""",2+,2+,5,7,16,6,10,3+,,,1,FALSE,100mm,
2360,2,Triarchal Menhir,"8""",6+,2+,5,7,5,1,10,3+,,,2,FALSE,50mm,
2361,1,Starstele,-,-,3+,6,8,10,-,-,3+,,,3,FALSE,Use model,
2362,1,Tomb Ziggurat,-,-,3+,9,9,20,-,10,3+,,,1,FALSE,Use model,
2362,2,Power Crucible,-,-,3+,9,9,20,-,10,3+,,,1,FALSE,Use model,
2362,3,Gun Emplacement Mount,-,-,3+,9,9,14,-,10,3+,,,2,FALSE,Use model,
2372,1,Land Speeder Tornado,"16""",3+,3+,4,6,6,2,7,3+,70,,1-3,FALSE,60mm flying base,
2373,1,Death Korps Marshal Karis Venner,"6""",3+,3+,3,3,4,3,9,4+,50,,1,TRUE,25mm,
2374,1,Death Korps Grenadier,"6""",3+,3+,3,3,1,1,6,4+,7,,4-9,FALSE,25mm,
2374,2,Death Korps Watchmaster,"6""",3+,3+,3,3,1,2,7,4+,7,,1,FALSE,25mm,
2374,3,Death Korps Grenadier Weapons Team,"6""",3+,3+,3,3,2,2,6,4+,7,,1,FALSE,60mm,
2375,1,Medicae-servitor,"6""",5+,5+,3,3,1,1,6,4+,5,,2-4,FALSE,25mm,
2375,2,Quartermaster Revenant,"6""",3+,3+,3,3,2,2,7,4+,5,,1,FALSE,25mm,
2376,1,Drop Sentinel,"9""",4+,4+,5,5,6,1,7,4+,50,,1-3,FALSE,60mm,
2377,1,Sniper Team,"6""",4+,3+,3,3,2,2,6,5+,,,3,FALSE,60mm,
2378,1,Death Rider Commissar,"10""",3+,3+,3,4,4,3,8,4+,25,,1,FALSE,40mm,
2379,1,Storm Chimera,"12""",6+,4+,6,7,10,3,7,3+,95,,1,TRUE,Use model,
2380,1,Gate Section,-,-,-,10,10,8,-,10,2+,80,Extra gate section,1,FALSE,Use model,
2380,2,Gate Tower Section,-,-,4+,10,10,16,-,10,2+,160,Extra gate tower section,2,FALSE,Use model,
2380,3,Tower Section,-,-,4+,10,10,12,-,10,2+,120,Extra tower section,2,FALSE,Use model,
2380,4,Wall Section,-,-,-,10,10,12,-,10,2+,120,Extra wall section,2,FALSE,Use model,
2381,1,Primaris Redoubt,-,-,4+,8,8,20,-,10,3+,750,,1,FALSE,Use model,
2385,1,Death Korps Marshal,"6""",3+,3+,3,3,4,3,9,4+,35,,1,FALSE,25mm,
2386,1,Squadron Commander,"10""",3+,3+,3,4,5,3,8,4+,45,,1,FALSE,40mm,
2387,1,Death Rider Veteran,"10""",4+,3+,3,4,3,2,7,4+,,,4,FALSE,40mm,
2388,1,Engineer,"6""",4+,3+,3,3,1,1,6,4+,8,,4-9,FALSE,25mm,
2388,2,Engineer Weapons Team,"6""",4+,3+,3,3,2,2,6,4+,25,,0-1,FALSE,60mm,
2388,3,Engineer Watchmaster,"6""",4+,3+,3,3,1,2,7,4+,8,,1,FALSE,25mm,
2389,1,Death Rider,"10""",4+,3+,3,4,3,1,7,4+,20,,4-9,FALSE,40mm,
2389,2,Ridemaster,"10""",4+,3+,3,4,3,2,7,4+,20,,1,FALSE,40mm,
2390,1,Chaos Sicaran Punisher,"14""",6+,3+,6,7,14,3,8,2+,155,,1,FALSE,Use model,
2391,1,Chaos Contemptor Dreadnought,"8""",3+,3+,7,7,9,4,8,3+,140,,1,FALSE,60mm,
2392,1,Chaos Land Raider Proteus,"10""",6+,3+,8,8,16,6,9,2+,220,,1,FALSE,Use model,
2393,1,Decimator,"9""",3+,3+,7,7,12,5,8,3+,160,,1,FALSE,60mm,
2394,1,Chaos Terrax-pattern Termite,"8""",4+,3+,7,8,14,3,8,3+,180,,1,FALSE,Use model,
2395,1,Chaos Sicaran Punisher,"14""",6+,3+,6,7,14,3,8,2+,155,,1,FALSE,Use model,
2396,1,Chaos Land Raider Achilles,"10""",6+,3+,8,8,16,6,9,2+,270,,1,FALSE,Use model,
2397,1,Chaos Whirlwind Scorpius,"12""",6+,3+,6,7,11,3,8,3+,170,,1,FALSE,Use model,
2398,1,Hellforged Sicaran,"14""",6+,3+,6,7,14,3,8,2+,165,,1,FALSE,Use model,
2399,1,Chaos Sicaran Venator,"14""",6+,3+,6,7,14,3,8,2+,170,,1,FALSE,Use model,
2400,1,Chaos Spartan,"10""",5+,3+,8,8,20,6,9,2+,420,,1,FALSE,Use model,
2401,1,Chaos Deredeo Dreadnought,"8""",3+,3+,6,7,12,4,8,3+,190,,1,FALSE,80mm,
2402,1,Chaos Rapier Carrier,"4""",3+,3+,4,5,5,2,7,3+,75,,1,FALSE,Use model,
2403,1,Chaos Leviathan Dreadnought,"8""",3+,3+,7,7,14,4,8,2+,220,,1,FALSE,80mm,
2404,1,Dreadclaw Drop Pod,"12""",4+,-,6,6,9,4,8,3+,115,,1,FALSE,Use model,
2405,1,Kharybdis Assault Claw,"15""",4+,4+,8,8,20,4,8,3+,400,,1,FALSE,Use model,
2406,1,Chaos Cerberus,"10""",5+,3+,8,8,20,6,9,2+,370,,1,FALSE,Use model,
2407,1,Chaos Typhon,"10""",5+,3+,8,8,20,6,9,2+,320,,1,FALSE,Use model,
2408,1,Chaos Fellblade,"10""",5+,3+,8,8,26,6,9,2+,550,,1,FALSE,Use model,
2409,1,Chaos Falchion,"10""",5+,3+,8,8,26,6,9,2+,550,,1,FALSE,Use model,
2410,1,Chaos Mastodon,"10""",5+,3+,9,9,30,6,9,2+,750,,1,FALSE,Use model,
2411,1,Hell Blade,"20""-60""",6+,3+,6,6,9,2,8,3+,135,,1,FALSE,120 x 92mm flying base,
2412,1,Hell Talon,"20""-60""",6+,3+,7,7,14,6,8,3+,210,,1,FALSE,120 x 92mm flying base,
2413,1,Chaos Storm Eagle Gunship,"20""-45""",6+,3+,8,7,18,6,9,3+,335,,1,FALSE,120 x 92mm flying base,
2414,1,Chaos Fire Raptor Gunship,"20""-45""",6+,3+,8,7,18,6,9,3+,340,,1,FALSE,120 x 92mm flying base,
2415,1,Chaos Thunderhawk Gunship,"20""-50""",6+,3+,10,8,30,6,9,2+,800,,1,FALSE,120 x 92mm flying base,
2416,1,Chaos Sokar-pattern Stormbird,"20-50""",6+,3+,10,8,40,6,9,2+,1000,,1,FALSE,120 x 92mm flying base,
2417,1,Chaos Xiphon Interceptor,"20""-60""",6+,3+,6,7,12,3,8,3+,235,,1,FALSE,120 x 92mm flying base,
2418,1,Chaos Contemptor Dreadnought,"8""",3+,3+,7,7,9,4,8,3+,140,,1,FALSE,60mm,
2419,1,Chaos Land Raider Proteus,"10""",6+,3+,8,8,16,6,9,2+,220,,1,FALSE,Use model,
2421,1,Decimator,"9""",3+,3+,7,7,12,5,8,3+,160,,1,FALSE,60mm,
2422,1,Chaos Terrax-pattern Termite,"8""",4+,3+,7,8,14,3,8,3+,180,,1,FALSE,Use model,
2423,1,Chaos Sicaran Punisher,"14""",6+,3+,6,7,14,3,8,2+,155,,1,FALSE,Use model,
2424,1,Chaos Land Raider Achilles,"10""",6+,3+,8,8,16,6,9,2+,270,,1,FALSE,Use model,
2425,1,Chaos Whirlwind Scorpius,"12""",6+,3+,6,7,11,3,8,3+,170,,1,FALSE,Use model,
2426,1,Hellforged Sicaran,"14""",6+,3+,6,7,14,3,8,2+,165,,1,FALSE,Use model,
2427,1,Chaos Sicaran Venator,"14""",6+,3+,6,7,14,3,8,2+,170,,1,FALSE,Use model,
2428,1,Chaos Spartan,"10""",5+,3+,8,8,20,6,9,2+,420,,1,FALSE,Use model,
2429,1,Chaos Deredeo Dreadnought,"8""",3+,3+,6,7,12,4,8,3+,190,,1,FALSE,80mm,
2430,1,Chaos Rapier Carrier,"4""",3+,3+,4,5,5,2,7,3+,75,,1,FALSE,Use model,
2431,1,Chaos Leviathan Dreadnought,"8""",3+,3+,7,7,14,4,8,2+,220,,1,FALSE,80mm,
2432,1,Dreadclaw Drop Pod,"12""",4+,-,6,6,9,4,8,3+,115,,1,FALSE,Use model,
2433,1,Kharybdis Assault Claw,"15""",4+,4+,8,8,20,4,8,3+,400,,1,FALSE,Use model,
2434,1,Chaos Cerberus,"10""",5+,3+,8,8,20,6,9,2+,370,,1,FALSE,Use model,
2435,1,Chaos Typhon,"10""",5+,3+,8,8,20,6,9,2+,320,,1,FALSE,Use model,
2436,1,Chaos Fellblade,"10""",5+,3+,8,8,26,6,9,2+,550,,1,FALSE,Use model,
2437,1,Chaos Falchion,"10""",5+,3+,8,8,26,6,9,2+,550,,1,FALSE,Use model,
2438,1,Chaos Mastodon,"10""",5+,3+,9,9,30,6,9,2+,750,,1,FALSE,Use model,
2439,1,Hell Blade,"20""-60""",6+,3+,6,6,9,2,8,3+,135,,1,FALSE,120 x 92mm flying base,
2440,1,Hell Talon,"20""-60""",6+,3+,7,7,14,6,8,3+,210,,1,FALSE,120 x 92mm flying base,
2441,1,Chaos Storm Eagle Gunship,"20""-45""",6+,3+,8,7,18,6,9,3+,335,,1,FALSE,120 x 92mm flying base,
2442,1,Chaos Fire Raptor Gunship,"20""-45""",6+,3+,8,7,18,6,9,3+,340,,1,FALSE,120 x 92mm flying base,
2443,1,Chaos Thunderhawk Gunship,"20""-50""",6+,3+,10,8,30,6,9,2+,800,,1,FALSE,120 x 92mm flying base,
2444,1,Chaos Sokar-pattern Stormbird,"20-50""",6+,3+,10,8,40,6,9,2+,1000,,1,FALSE,120 x 92mm flying base,
2445,1,Chaos Xiphon Interceptor,"20""-60""",6+,3+,6,7,12,3,8,3+,235,,1,FALSE,120 x 92mm flying base,
2446,1,Chaos Deimos Predator,"12""",6+,3+,6,7,11,3,8,3+,115,,1,FALSE,Use model,
2447,1,Chaos Deimos Predator,"12""",6+,3+,6,7,11,3,8,3+,115,,1,FALSE,Use model,
2448,1,Chaos Warhound Titan,"0""",-,-,8,8,50,4,10,2+,2000,,1,TRUE,Use model,
2449,1,Chaos Reaver Titan,"0""",-,-,8,8,70,4,10,2+,3000,,1,TRUE,Use model,
2450,1,Chaos Warbringer Nemesis Titan,"0""",-,-,8,8,100,3,10,2+,3800,,1,TRUE,Use model,
2451,1,Chaos Warlord Titan,"0""",-,-,9,9,120,4,10,2+,5500,,1,TRUE,Use model,
2452,1,Nob on Warbike,"14""",3+,5+,5,5,3,3,6,4+,30,,2-8,FALSE,75 x 42mm,
2452,2,Boss Nob on Warbike,"14""",3+,5+,5,5,3,3,7,4+,30,,1,FALSE,75 x 42mm,
2453,1,Mega Dread,"8""",3+,5+,7,7,16,5,9,3+,175,,1,FALSE,Use model,
2455,1,Corsair Reaver,"8""",3+,3+,3,3,1,1,6,5+,9,,5-15,FALSE,25mm,
2455,2,Corsair Reaver Felarch,"8""",3+,3+,3,3,1,2,7,5+,9,,0-1,FALSE,25mm,
2456,1,Corsair Skyreaver,"16""",3+,3+,3,3,1,1,6,5+,12,,5-15,FALSE,25mm,
2456,2,Corsair Skyreaver Felarch,"16""",3+,3+,3,3,1,2,7,5+,12,,0-1,FALSE,25mm,
2457,1,Corsair Cloud Dancer,"16""",3+,3+,3,4,2,1,6,4+,22,,3-9,FALSE,32mm flying base,
2457,2,Corsair Cloud Dancer Felarch,"16""",3+,3+,3,4,2,2,7,4+,22,,0-1,FALSE,32mm flying base,
2460,1,Lord of Virulence,"5""",2+,2+,4,5,6,5,9,2+,120,,1,FALSE,50mm,
2461,1,Chaos Predator Destructor,"12""",6+,3+,6,7,11,3,8,3+,130,,1,FALSE,Use model,
2462,1,Miasmic Malignifier,-,-,6+,7,8,12,-,-,3+,65,,1,FALSE,Use model,
2463,1,Hound of Morkai,"6""",3+,3+,4,4,2,2,7,3+,17,,4-9,FALSE,32mm,
2463,2,Hound of Morkai Pack Leader,"6""",3+,3+,4,4,2,3,8,3+,17,,1,FALSE,32mm,
2464,1,Captain Nasiem,"6""",2+,2+,4,4,6,5,9,3+,100,,1,TRUE,40mm,
2465,1,Epistolary Lykandos,"6""",3+,3+,4,4,5,4,9,3+,100,,1,TRUE,40mm,
2466,1,Orator Sephax,"6""",2+,3+,4,4,5,4,9,3+,90,,1,TRUE,40mm,
2467,1,Ancient Kae,"6""",3+,3+,4,4,5,4,8,3+,95,,1,TRUE,40mm,
2468,1,Deathwing Strikemaster,"5""",2+,2+,4,4,5,3,8,2+,85,,1,FALSE,40mm,
2471,1,Lhamaean,"8""",3+,3+,3,3,3,2,8,5+,16,,0-4,FALSE,25mm,
2471,2,Medusae,"8""",3+,3+,3,3,3,1,8,5+,22,,0-4,FALSE,25mm,
2471,3,Sslyth,"8""",3+,3+,5,3,3,3,6,5+,18,,0-4,FALSE,40mm,
2471,4,Ur-Ghul,"8""",3+,-,4,3,3,4,4,7+,16,,0-4,FALSE,25mm,
2472,1,Palatine,"6""",2+,2+,3,3,4,3,8,3+,45,,1,FALSE,32mm,
2473,1,Uriel Ventris,"6""",2+,2+,4,4,6,5,9,3+,100,,1,FALSE,40mm,
2474,1,Grukk Face-rippa,"5""",2+,5+,6,5,7,5,8,4+,,,1,FALSE,40mm,
2475,1,Skull-Nob,"5""",2+,5+,5,4,2,3,6,4+,,,4-9,FALSE,32mm,
2475,2,Skrak Head-smasha,"5""",2+,5+,5,4,3,3,7,4+,,,1,FALSE,32mm,
2475,3,Ammo Runt,"5""",5+,4+,2,2,1,1,4,6+,,,0-2,FALSE,25mm,
2476,1,Goff Rokker,"5""",3+,5+,5,4,4,3,6,4+,,,1,FALSE,40mm,
2477,1,Technoarcheologist,"6""",4+,3+,4,4,4,2,8,3+,50,,1,FALSE,32mm,
2478,1,Skitarii Marshal,"6""",3+,2+,3,3,4,3,8,4+,50,,1,FALSE,32mm,
2479,1,Morvenn Vahl,"8""",2+,2+,5,5,8,5,9,2+,280,,1,FALSE,60mm,
2480,1,Aestred Thurga,"6""",3+,3+,3,3,5,3,9,3+,,,1,FALSE,32mm,
2480,2,Agathae Dolan,"6""",4+,4+,3,3,4,3,8,6+,,,1,FALSE,25mm,
2481,1,Celestian Sacresant,"6""",3+,3+,3,3,1,2,8,2+,14,,4-9,FALSE,32mm,
2481,2,Sacresant Superior,"6""",3+,3+,3,3,1,3,9,2+,14,,1,FALSE,32mm,
2482,1,Dogmata,"6""",3+,3+,3,3,4,3,8,3+,65,,1,FALSE,32mm,
2483,1,Paragon,"8""",3+,3+,5,5,4,3,8,2+,,,2,FALSE,50mm,
2483,2,Paragon Superior,"8""",3+,3+,5,5,4,4,9,2+,,,1,FALSE,50mm,
2484,1,Castigator,"12""",6+,3+,6,7,11,3,8,3+,135,,1,FALSE,Use model,
2485,1,Colonel-Commissar Ibram Gaunt,"6""",2+,2+,3,3,4,3,9,4+,,,1,FALSE,28mm,
2485,2,Colonel CoIm Corbec,"6""",3+,3+,3,3,4,3,8,5+,,,1,FALSE,28mm,
2485,3,Major Elim Rawne,"6""",3+,3+,3,3,3,3,7,5+,,,1,FALSE,28mm,
2485,4,Master Sniper Hlaine Larkin,"6""",3+,2+,3,3,2,1,6,5+,,,1,FALSE,28mm,
2485,5,Trooper ‘Try Again’ Bragg,"6""",3+,5+,4,3,2,2,7,5+,,,1,FALSE,28mm,
2485,6,Scout Sergeant Oan Mkoll,"6""",2+,2+,3,3,2,4,7,5+,,,1,FALSE,28mm,
2486,1,Taddeus the Purifier,"6""",4+,4+,3,3,4,3,7,6+,55,,1,TRUE,32mm,
2488,1,Zodgrod Wortsnagga,"5""",2+,5+,5,5,6,4,7,6+,65,,1,FALSE,50mm,
2489,1,Beastboss,"5""",2+,5+,6,6,6,5,8,4+,95,,1,FALSE,50mm,
2490,1,Beastboss on Squigosaur,"10""",2+,5+,6,7,9,5,8,4+,160,,1,FALSE,80mm,
2491,1,Painboss,"7""",3+,5+,5,5,5,4,8,4+,80,,1,FALSE,40mm,Grot Orderly 25mm
2492,1,Wurrboy,"5""",3+,5+,5,5,5,3,6,6+,70,,1,FALSE,32mm,
2493,1,Mozrog Skragbad,"10""",2+,5+,6,7,9,6,8,3+,185,,1,FALSE,80mm,
2494,1,Beast Snagga Boy,"5""",3+,5+,5,5,1,2,6,6+,10,,9-19,FALSE,32mm,
2494,2,Beast Snagga Nob,"5""",3+,5+,5,5,2,3,7,6+,10,,1,FALSE,32mm,
2495,1,Nob on Smasha Squig,"10""",3+,5+,5,6,5,4,7,4+,65,,1,FALSE,90 x 52mm,
2496,1,Squighog Boy,"10""",3+,5+,5,6,3,3,6,4+,25,,3-6,FALSE,75 x 42mm,Bomb Squig 25mm
2497,1,Kill Rig,"12""",3+,5+,6,8,16,6,7,3+,190,,1,FALSE,170 x 109mm,
2498,1,Hunta Rig,"12""",3+,5+,6,8,16,6,7,3+,160,,1,FALSE,170 x 109mm,
2499,1,Big’ed Bossbunka,-,-,5+,6,8,12,-,7,3+,75,,1,FALSE,Use model,
2500,1,Infernal Master,"6""",3+,3+,4,4,4,4,9,3+,90,,1,FALSE,40mm,
2501,1,Chaos Predator Annihilator,"12""",6+,3+,6,7,11,3,8,3+,115,,1,FALSE,Use model,
2502,1,Pious Vorne,"6""",3+,4+,3,3,3,3,7,7+,30,,1,TRUE,32mm,
2503,1,Gotfret de Montbard,"6""",3+,4+,3,3,4,4,7,4+,40,,1,TRUE,32mm,
2505,1,Primaris Initiate,"6""",3+,3+,4,4,2,2,7,3+,17,,5-11,FALSE,32mm,
2505,2,Primaris Neophyte,"6""",3+,3+,4,4,2,2,6,4+,14,,4-8,FALSE,28mm,
2505,3,Primaris Sword Brother,"6""",3+,3+,4,4,2,3,8,3+,17,,1,FALSE,40mm,
2506,1,Primaris Sword Brother,"6""",3+,3+,4,4,2,3,8,3+,22,,4-10,FALSE,40mm,
2507,1,Sister Novitiate,"6""",4+,3+,3,3,1,1,7,4+,,,9,FALSE,28mm,
2507,2,Novitiate Superior,"6""",4+,3+,3,3,1,2,8,3+,,,1,FALSE,32mm,
2508,1,Cartographica Rogue Trader,"6""",3+,3+,3,3,4,3,9,4+,60,,1,FALSE,25mm,
2508,2,Death Cult Executioner,"6""",2+,4+,3,3,2,5,7,5+,15,,0-1,FALSE,25mm,
2508,3,Lectro-Maester,"6""",4+,3+,3,3,2,1,7,5+,15,,0-1,FALSE,25mm,
2508,4,Rejuvenat Adept,"6""",4+,4+,3,3,2,1,7,5+,10,,0-1,FALSE,25mm,
2509,1,Voidsmen,"6""",4+,4+,3,3,1,1,6,4+,8,,4-8,FALSE,25mm,
2509,2,Voidmaster,"6""",4+,4+,3,3,1,2,7,4+,8,,1,FALSE,25mm,
2509,3,Canid,"8""",3+,-,4,3,1,3,6,4+,8,,0-1,FALSE,25mm,
2510,1,Looted Wagon,"12""",5+,5+,6,7,10,3,6,4+,,,1,TRUE,Use model,
2511,1,Looted ‘Eavy Wagon,"10""",5+,5+,7,7,12,3,7,3+,,,1,TRUE,Use model,
2512,1,Battle Fortress,"10""",5+,5+,9,8,26,9,8,3+,,,1,TRUE,Use model,
2513,1,Watch Sergeant,"6""",3+,3+,4,4,2,3,9,3+,27,,1,FALSE,32mm,
2513,2,Deathwatch Veteran,"6""",3+,3+,4,4,2,2,8,3+,27,,4-9,FALSE,32mm,
2513,3,Deathwatch Terminator,"5""",3+,3+,4,4,3,2,8,2+,35,,0-5,FALSE,40mm,
2513,4,Veteran Biker,"14""",3+,3+,4,5,3,2,8,3+,35,,0-5,FALSE,75 x 25mm,
2513,5,Vanguard Veteran,"6""",3+,3+,4,4,2,2,8,3+,20,,0-5,FALSE,32mm,
2513,6,Black Shield,"6""",2+,3+,4,4,2,3,8,3+,27,,0-1,FALSE,32mm,
2514,1,Intercessor Sergeant,"6""",3+,3+,4,4,2,3,8,3+,18,,1,FALSE,32mm,
2514,2,Intercessor,"6""",3+,3+,4,4,2,2,7,3+,18,,4-9,FALSE,32mm,
2514,3,Assault Intercessor,"6""",3+,3+,4,4,2,2,7,3+,17,,0-5,FALSE,32mm,
2514,4,Outrider,"14""",3+,3+,4,5,4,2,7,3+,35,,0-5,FALSE,90 x 52mm,
2514,5,Hellblaster,"6""",3+,3+,4,4,2,2,7,3+,30,,0-5,FALSE,32mm,
2515,1,Heavy Intercessor Sergeant,"5""",3+,3+,4,5,3,3,8,3+,23,,1,FALSE,40mm,
2515,2,Heavy Intercessor,"5""",3+,3+,4,5,3,2,7,3+,23,,4-9,FALSE,40mm,
2515,3,Aggressor,"5""",3+,3+,4,5,3,3,7,3+,30,,0-5,FALSE,40mm,
2515,4,Inceptor,"10""",3+,3+,4,5,3,2,7,3+,40,,0-5,FALSE,40mm,
2515,5,Eradicator,"5""",3+,3+,4,5,3,2,7,3+,45,,0-5,FALSE,40mm,
2516,1,Infiltrator Sergeant,"6""",3+,3+,4,4,2,3,8,3+,20,,1,FALSE,32mm,
2516,2,Infiltrator,"6""",3+,3+,4,4,2,2,7,3+,20,,4-9,FALSE,32mm,
2516,3,Incursor,"6""",3+,3+,4,4,2,2,7,3+,18,,0-5,FALSE,32mm,
2516,4,Reiver,"6""",3+,3+,4,4,2,2,7,3+,16,,0-5,FALSE,32mm,
2516,5,Eliminator,"6""",3+,2+,4,4,2,2,7,3+,25,,0-5,FALSE,40mm,
2517,1,Da Red Gobbo on Bounca,"10""",4+,3+,3,5,5,3,6,4+,50,,1,TRUE,40mm,
2518,1,Blade Champion,"6""",2+,2+,5,5,7,6,11,3+,120,,1,FALSE,40mm,
2519,1,Valerian,"6""",2+,2+,5,5,7,6,11,2+,130,,1,FALSE,40mm,
2520,1,Knight-Centura,"7""",2+,2+,3,3,5,4,9,3+,50,,1,FALSE,32mm,
2521,1,Prosecutor,"7""",3+,3+,3,3,1,2,8,3+,11,,4-9,FALSE,32mm,
2521,2,Prosecutor Sister Superior,"7""",3+,3+,3,3,1,3,9,3+,11,,1,FALSE,32mm,
2522,1,Vigilator,"7""",3+,3+,3,3,1,2,8,3+,12,,4-9,FALSE,32mm,
2522,2,Vigilator Sister Superior,"7""",3+,3+,3,3,1,3,9,3+,12,,1,FALSE,32mm,
2523,1,Witchseeker,"7""",3+,3+,3,3,1,2,8,3+,12,,4-9,FALSE,32mm,
2523,2,Witchseeker Sister Superior,"7""",3+,3+,3,3,1,3,9,3+,12,,1,FALSE,32mm,
2524,1,Anathema Psykana Rhino,"12""",6+,3+,6,7,10,3,8,3+,75,,1,FALSE,Use model,
2525,1,Reductus Saboteur,"6""",3+,2+,3,3,4,3,8,5+,70,,1,FALSE,32mm,
2526,1,"<b>Advanced Guardian Drone</b>, <b>Command-link Drone</b>, <b>Grav-inhibitor Drone</b>, <b>Guardian Drone</b>, <b>Gun Drone</b>, <b>Marker Drone</b>, <b>Missile Drone</b>, <b>Pulse Accelerator Drone</b>, <b>Sniper Drone</b> and <b>Stealth Drone</b>","10""",5+,5+,3,4,1,1,6,4+,,,,TRUE,32mm flying base,
2526,2,<b>Shield Drone</b> and <b>Shielded Missile Drone</b>,"10""",5+,5+,3,4,2,1,6,4+,,,,TRUE,32mm flying base,
2526,3,<b>Interceptor Drone</b>,"20""",5+,5+,3,4,1,1,6,4+,,,,TRUE,32mm flying base,
2526,4,<b>Recon Drone</b>,"10""",5+,5+,3,4,3,1,6,4+,,,,TRUE,32mm flying base,
2528,1,Winged Hive Tyrant,"16""",2+,2+,7,7,12,5,10,3+,230,,1,FALSE,60mm,
2529,1,Parasite of Mortrex,"16""",2+,3+,5,5,6,6,8,4+,80,,1,FALSE,40mm,
2530,1,Primaris Company Champion,"6""",2+,2+,4,4,5,5,8,3+,70,,1,FALSE,32mm,
2531,1,Corsair Voidreaver,"7""",3+,3+,3,3,1,2,7,4+,10,,4-9,FALSE,28mm,
2531,2,Voidreaver Felarch,"7""",3+,3+,3,3,1,3,8,4+,10,,1,FALSE,28mm,
2532,1,Corsair Voidscarred,"7""",3+,3+,3,3,1,3,7,4+,12,,4-9,FALSE,28mm,
2532,2,Voidscarred Felarch,"7""",3+,3+,3,3,1,4,8,4+,12,,1,FALSE,28mm,
2532,3,Shade Runner,"7""",2+,3+,3,3,1,4,7,4+,20,,0-1,FALSE,28mm,
